SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,921 B 28th Ave S,Seattle,WA,98144,699950,2,1.5,Judkins,1283,887,2018,12,546,,Active,,,http://www.redfin.com/WA/Seattle/921-28th-Ave-S-98144/home/148958,NWMLS,1242707,N,Y,47.5940074,-122.2969961
MLS Listing,,Multi-Family (5+ Unit),4636 4640 22nd Ave NE Unit 1-12,Seattle,WA,98105,3700000,11,6,University District,11880,10500,1948,12,311,,Active,,,http://www.redfin.com/WA/Seattle/4640-22nd-Ave-NE-98105/unit-1-12/home/144834870,NWMLS,1243001,N,Y,47.6629687,-122.3037232
MLS Listing,,Single Family Residential,3244 NE 92nd St,Seattle,WA,98115,1399950,4,2.25,Wedgwood,2840,5289,2018,12,493,,Active,,,http://www.redfin.com/WA/Seattle/3244-NE-92nd-St-98115/home/113996007,NWMLS,1241711,N,Y,47.695917,-122.291372
MLS Listing,,Condo/Co-op,6110 24th Ave NW #201,Seattle,WA,98107,459000,2,1.75,Ballard,789,11798,1968,12,582,352,Active,,,http://www.redfin.com/WA/Seattle/6110-24th-Ave-NW-98107/unit-201/home/144834824,NWMLS,1243323,N,Y,47.6735977,-122.3871235
MLS Listing,,Condo/Co-op,2911 2nd Ave #112,Seattle,WA,98121,635000,1,1.5,Belltown,1005,25439,2009,12,632,725,Active,,,http://www.redfin.com/WA/Seattle/2911-2nd-Ave-98121/unit-112/home/21617306,NWMLS,1241686,N,Y,47.6176091,-122.3523038
MLS Listing,,Single Family Residential,9108 17th Ave NE,Seattle,WA,98115,799888,3,2.5,Maple Leaf,1840,5328,1938,12,435,,Active,,,http://www.redfin.com/WA/Seattle/9108-17th-Ave-NE-98115/home/108135,NWMLS,1242661,N,Y,47.6951412,-122.3092058
MLS Listing,,Single Family Residential,1653 Federal Ave E,Seattle,WA,98102,2688000,5,3,North Capitol Hill,5360,5000,1909,12,501,,Active,,,http://www.redfin.com/WA/Seattle/1653-Federal-Ave-E-98102/home/137064,NWMLS,1240471,N,Y,47.634579,-122.3193202
MLS Listing,,Moorage,,Seattle,WA,98102,435000,0,,Portage Bay,,,2018,12,,361,Active,,,http://www.redfin.com/WA/Seattle/Undisclosed-address-98102/home/113754188,NWMLS,1243019,N,Y,47.64619563,-122.3158661
MLS Listing,,Single Family Residential,9220 37th Ave SW,Seattle,WA,98126,485000,2,1,Fauntleroy,870,10360,1948,12,557,,Active,,,http://www.redfin.com/WA/Seattle/9220-37th-Ave-SW-98126/home/155462,NWMLS,1236934,N,Y,47.5204757,-122.3791134
MLS Listing,,Single Family Residential,2854 39th Ave W,Seattle,WA,98199,1249000,3,1.75,Magnolia,3080,6255,1949,12,406,,Active,February-20-2018 11:30 AM,February-20-2018 01:00 PM,http://www.redfin.com/WA/Seattle/2854-39th-Ave-W-98199/home/126677,NWMLS,1234723,N,Y,47.6465889,-122.4065896
MLS Listing,,Condo/Co-op,588 Bell St Unit 2603S,Seattle,WA,98121,1300000,2,2,Belltown,1156,,2015,12,1125,794,Active,,,http://www.redfin.com/WA/Seattle/588-Bell-St-98121/unit-2603S/home/144392875,NWMLS,1242924,N,Y,47.6166523,-122.3429057
MLS Listing,,Condo/Co-op,2043 Minor Ave E #4,Seattle,WA,98102,989000,2,2.5,Eastlake,1435,23295,1989,12,689,647,Active,,,http://www.redfin.com/WA/Seattle/2043-Minor-Ave-E-98102/unit-4/home/787,NWMLS,1242646,N,Y,47.6380262,-122.3285996
MLS Listing,,Single Family Residential,4216 NE 124th St,Seattle,WA,98125,1375000,4,3.5,Cedar Park,4020,8400,1986,12,342,,Active,,,http://www.redfin.com/WA/Seattle/4216-NE-124th-St-98125/home/319596,NWMLS,1242237,N,Y,47.7185032,-122.2824965
MLS Listing,,Single Family Residential,4510 2nd Ave NE,Seattle,WA,98105,900000,5,1.75,Wallingford,2550,4080,1906,12,353,,Active,,,http://www.redfin.com/WA/Seattle/4510-2nd-Ave-NE-98105/home/118311,NWMLS,1242590,N,Y,47.6617963,-122.3269468
MLS Listing,,Single Family Residential,321 23rd Ave E,Seattle,WA,98112,1050000,3,2.5,Capitol Hill,2180,3751,2000,12,482,,Active,,,http://www.redfin.com/WA/Seattle/321-23rd-Ave-E-98112/home/145328,NWMLS,1232510,N,Y,47.6220675,-122.3028022
MLS Listing,,Single Family Residential,6412 31st Ave S,Seattle,WA,98108,719900,5,3,Beacon Hill,2210,5739,2006,13,326,,Active,,,http://www.redfin.com/WA/Seattle/6412-31st-Ave-S-98108/home/12317598,NWMLS,1242803,N,Y,47.544571,-122.292186
MLS Listing,,Single Family Residential,1121 38th Ave E,Seattle,WA,98112,2950000,4,3,Washington Park,4045,7200,1928,13,729,,Active,,,http://www.redfin.com/WA/Seattle/1121-38th-Ave-E-98112/home/140057,NWMLS,1242873,N,Y,47.6292374,-122.2844489
MLS Listing,,Single Family Residential,1620 E Boston Terr,Seattle,WA,98112,2295000,5,4.75,North Capitol Hill,5229,33500,1940,13,439,,Active,,,http://www.redfin.com/WA/Seattle/1620-E-Boston-Ter-98112/home/137049,NWMLS,1242228,N,Y,47.6383549,-122.311916
MLS Listing,,Condo/Co-op,303 13th Ave E #202,Seattle,WA,98102,599000,2,2,Capitol Hill,984,8982,1980,13,609,554,Active,,,http://www.redfin.com/WA/Seattle/303-13th-Ave-E-98102/unit-202/home/33549,NWMLS,1242731,N,Y,47.6213262,-122.3160387
MLS Listing,,Single Family Residential,3444 Beach Dr SW,Seattle,WA,98116,2075000,3,2.75,Beach Drive,2880,6000,1973,13,720,,Active,,,http://www.redfin.com/WA/Seattle/3444-Beach-Dr-SW-98116/home/151066,NWMLS,1235430,N,Y,47.573393,-122.4150693
MLS Listing,,Multi-Family (2-4 Unit),121 28th Ave S,Seattle,WA,98144,794000,3,3,Leschi,1410,1900,1919,13,563,,Active,,,http://www.redfin.com/WA/Seattle/121-28th-Ave-S-98144/unit-A/home/148887,NWMLS,1242104,N,Y,47.6010026,-122.2960023
MLS Listing,,Condo/Co-op,1906 Franklin Place E #202,Seattle,WA,98102,754900,3,2.75,Eastlake,1713,,2000,14,441,608,Active,,,http://www.redfin.com/WA/Seattle/1906-Franklin-Pl-E-98102/unit-202/home/70426,NWMLS,1242571,N,Y,47.6359065,-122.3240733
MLS Listing,,Condo/Co-op,11600 Rainier Ave S #305,Seattle,WA,98178,285000,3,1.5,Bryn Mawr,1139,32000,1967,14,250,320,Active,,,http://www.redfin.com/WA/Seattle/11600-Rainier-Ave-S-98178/unit-305/home/39855,NWMLS,1242577,N,Y,47.4991023,-122.2198775
MLS Listing,,Single Family Residential,615 15th Ave E,Seattle,WA,98112,1875000,6,4.5,Capitol Hill,2720,4628,1903,14,689,,Active,,,http://www.redfin.com/WA/Seattle/615-15th-Ave-E-98112/home/142478,NWMLS,1242435,N,Y,47.6246921,-122.3129142
MLS Listing,,Single Family Residential,7902 3rd Ave NW,Seattle,WA,98117,695000,3,1.5,Greenwood,1870,6240,1908,14,372,,Active,,,http://www.redfin.com/WA/Seattle/7902-3rd-Ave-NW-98117/home/498354,NWMLS,1242147,N,Y,47.6863744,-122.360323
MLS Listing,,Condo/Co-op,1107 1st Ave #707,Seattle,WA,98101,900000,1,1.5,Downtown,1000,13261,1983,14,900,644,Active,February-20-2018 12:00 AM,February-20-2018 02:00 PM,http://www.redfin.com/WA/Seattle/1107-1st-Ave-98101/unit-707/home/67002,NWMLS,1241714,N,Y,47.6054845,-122.3374267
MLS Listing,,Single Family Residential,4134 SW Orchard St,Seattle,WA,98136,438750,2,1,Gatewood,1200,10656,1918,14,366,,Active,,,http://www.redfin.com/WA/Seattle/4134-SW-Orchard-St-98136/home/468868,NWMLS,1242074,N,Y,47.5391369,-122.384836
MLS Listing,,Single Family Residential,9330 California Dr SW,Seattle,WA,98136,1195000,3,2.5,Fauntleroy,3110,5650,2005,14,384,,Active,,,http://www.redfin.com/WA/Seattle/9330-California-Dr-SW-98136/home/2077609,NWMLS,1241611,N,Y,47.5195739,-122.3882756
MLS Listing,,Single Family Residential,310 W Highland Dr,Seattle,WA,98119,3750000,4,3.75,Queen Anne,4970,8226,1929,15,755,,Active,,,http://www.redfin.com/WA/Seattle/310-W-Highland-Dr-98119/home/133733,NWMLS,1232533,N,Y,47.6298593,-122.3611252
MLS Listing,,Condo/Co-op,80 S Jackson St #307,Seattle,WA,98104,749900,1,1,Pioneer Square,1405,,1900,15,534,416,Active,,,http://www.redfin.com/WA/Seattle/80-S-Jackson-St-98104/unit-307/home/30857,NWMLS,1241698,N,Y,47.5993681,-122.3346989
MLS Listing,,Single Family Residential,160 Highland Dr,Seattle,WA,98109,3795000,5,6.5,Queen Anne,6426,7710,2010,15,591,,Active,,,http://www.redfin.com/WA/Seattle/160-Highland-Dr-98109/home/133848,NWMLS,1241561,N,Y,47.6299702,-122.3536172
MLS Listing,,Single Family Residential,912 NW 51st St Unit B,Seattle,WA,98107,579900,1,1.5,Ballard,699,945,2009,15,830,,Active,February-21-2018 12:30 PM,February-21-2018 02:30 PM,http://www.redfin.com/WA/Seattle/912-NW-51st-St-98107/unit-B/home/25674637,NWMLS,1236438,N,Y,47.665927,-122.369259
MLS Listing,,Condo/Co-op,1200 Boylston Ave #700,Seattle,WA,98101,529000,2,0.75,First Hill,800,10796,1960,16,661,702,Active,,,http://www.redfin.com/WA/Seattle/1200-Boylston-Ave-98101/unit-700/home/70465,NWMLS,1241481,N,Y,47.6124512,-122.322985
MLS Listing,,Single Family Residential,10057 Arrowsmith Ave S,Seattle,WA,98178,680000,3,1.5,Upper Rainier Beach,1960,5198,1953,17,347,,Active,,,http://www.redfin.com/WA/Seattle/10057-Arrowsmith-Ave-S-98178/home/177570,NWMLS,1241440,N,Y,47.5113472,-122.249995
MLS Listing,,Single Family Residential,11027 Arroyo Beach Place SW,Seattle,WA,98146,1540000,0,,Arroyo,2200,21386,1947,17,700,,Active,,,http://www.redfin.com/WA/Seattle/11027-Arroyo-Beach-Pl-SW-98146/home/156678,NWMLS,1241341,N,Y,47.5039019,-122.3873255
MLS Listing,,Single Family Residential,219 SW 110th St #3,Seattle,WA,98146,395000,4,2.5,Seattle,2219,3060,2005,18,178,310,Active,,,http://www.redfin.com/WA/Seattle/219-SW-110th-St-98146/unit-3/home/2089913,NWMLS,1238520,N,Y,47.504708,-122.3369562
MLS Listing,,Townhouse,708 S Willow St,Seattle,WA,98108,719500,2,2.25,Georgetown,1383,1198,2018,18,520,,Active,,,http://www.redfin.com/WA/Seattle/708-S-Willow-St-98108/home/144801733,NWMLS,1239770,N,Y,47.541376,-122.3230592
MLS Listing,,Single Family Residential,1711 25th Ave,Seattle,WA,98122,1248000,3,2.25,Madison Valley,1922,1486,2018,18,649,,Active,,,http://www.redfin.com/WA/Seattle/1711-25th-Ave-98122/home/2076793,NWMLS,1240557,N,Y,47.6168082,-122.3004135
MLS Listing,,Single Family Residential,1910 NE 107th Place,Seattle,WA,98125,1789000,5,3.25,Maple Leaf,3812,4500,2018,18,469,,Active,,,http://www.redfin.com/WA/Seattle/1910-NE-107th-St-98125/home/106665,NWMLS,1239473,N,Y,47.7068401,-122.3075093
MLS Listing,,Condo/Co-op,588 Bell St Unit 2203S,Seattle,WA,98121,1299000,2,2,Belltown,1156,41847,2015,18,1124,799,Active,February-24-2018 01:00 PM,February-24-2018 03:00 PM,http://www.redfin.com/WA/Seattle/588-Bell-St-98121/unit-2203S/home/102184441,NWMLS,1240629,N,Y,47.6164498,-122.3428091
MLS Listing,,Condo/Co-op,6321 Seaview Ave NW #21,Seattle,WA,98107,995000,2,2,Sunset Hill,1210,80175,1982,18,822,797,Active,,,http://www.redfin.com/WA/Seattle/6321-Seaview-Ave-NW-98107/unit-21/home/67428,NWMLS,1238525,N,Y,47.6744489,-122.4082576
MLS Listing,,Single Family Residential,4312 SW Henderson St,Seattle,WA,98136,850000,2,2.25,Fauntleroy,2470,7000,1984,18,344,,Active,,,http://www.redfin.com/WA/Seattle/4312-SW-Henderson-St-98136/home/157512,NWMLS,1235677,N,Y,47.5236717,-122.3880428
MLS Listing,,Mobile/Manufactured Home,1209 S Henderson St,Seattle,WA,98108,390000,3,2,South Park,1404,6000,2004,18,278,,Active,,,http://www.redfin.com/WA/Seattle/1209-S-Henderson-St-98108/home/2076327,NWMLS,1240532,N,Y,47.5228312,-122.3172303
MLS Listing,,Single Family Residential,1900 6th Ave W,Seattle,WA,98119,1000000,3,2.75,Queen Anne,3062,2085,1904,19,327,,Active,,,http://www.redfin.com/WA/Seattle/1900-6th-Ave-W-98119/home/2076405,NWMLS,1240762,N,Y,47.6360546,-122.3647154
MLS Listing,,Condo/Co-op,610 Aloha St #403,Seattle,WA,98109,679800,2,1.5,Queen Anne,1048,10377,1974,19,649,355,Active,,,http://www.redfin.com/WA/Seattle/610-Aloha-St-98109/unit-403/home/6587,NWMLS,1240023,N,Y,47.6273911,-122.3442931
MLS Listing,,Townhouse,6010 B California Ave SW,Seattle,WA,98136,719950,4,2.5,Seaview,1550,1159,2018,19,464,,Active,February-20-2018 03:00 PM,February-20-2018 05:00 PM,http://www.redfin.com/WA/Seattle/6010-California-Ave-SW-98136/unit-1-7/home/470874,NWMLS,1240263,N,Y,47.5480572,-122.3868033
MLS Listing,,Vacant Land,Ferry Ave SW,Seattle,WA,98116,250000,0,,Alki,,4496,,19,,,Active,,,http://www.redfin.com/WA/Seattle/Ferry-Ave-SW-98116/home/101378814,NWMLS,1239442,N,Y,47.587874,-122.384034
MLS Listing,,Condo/Co-op,701 Galer St #805,Seattle,WA,98109,600000,2,1.75,Westlake,990,,1992,19,606,359,Active,,,http://www.redfin.com/WA/Seattle/701-Galer-St-98109/unit-805/home/7464,NWMLS,1237194,N,Y,47.6322026,-122.3429563
MLS Listing,,Single Family Residential,4435 S Camano Place,Seattle,WA,98118,675000,4,3.75,Seattle,2890,7050,2009,19,234,,Active,,,http://www.redfin.com/WA/Seattle/4435-S-Camano-Pl-98118/home/174855,NWMLS,1238987,N,Y,47.5272558,-122.2765059
MLS Listing,,Townhouse,3625 D Evanston Ave N #4,Seattle,WA,98103,950000,2,2,Fremont,1302,1374,2018,19,730,,Active,,,http://www.redfin.com/WA/Seattle/3625-Evanston-Ave-N-98103/unit-4/home/144798281,NWMLS,1240047,N,Y,47.6523754,-122.3515944
MLS Listing,,Single Family Residential,9515 Sand Point Way NE,Seattle,WA,98115,949900,8,3.75,Sand Point,3950,14400,1974,19,240,,Active,,,http://www.redfin.com/WA/Seattle/9515-Sand-Point-Way-NE-98115/home/144133375,NWMLS,1240442,N,Y,47.6980108,-122.2781366
MLS Listing,,Single Family Residential,2139 Harbor Ave SW,Seattle,WA,98126,1299500,3,2.5,Alki,1873,1293,2017,19,694,,Active,,,http://www.redfin.com/WA/Seattle/2139-Harbor-Ave-SW-98126/home/150893,NWMLS,1240401,N,Y,47.5845163,-122.3755661
MLS Listing,,Vacant Land,8421 Rainier Place S,Seattle,WA,98118,425000,0,,Rainier Beach,,4628,,19,,,Active,,,http://www.redfin.com/WA/Seattle/8421-Rainier-Pl-S-98118/home/22239533,NWMLS,1235936,N,Y,47.5271669,-122.2702178
MLS Listing,,Condo/Co-op,17 W Mercer St #213,Seattle,WA,98119,499888,1,1,Queen Anne,704,25229,2004,19,710,368,Active,,,http://www.redfin.com/WA/Seattle/17-W-Mercer-St-98119/unit-213/home/68410,NWMLS,1239416,N,Y,47.6243883,-122.3574755
MLS Listing,,Single Family Residential,5552 NE Windermere Rd,Seattle,WA,98105,4295000,5,4.5,Windermere,6610,15900,2000,19,650,,Active,February-21-2018 11:00 AM,February-21-2018 01:00 PM,http://www.redfin.com/WA/Seattle/5552-NE-Windermere-Rd-98105/home/121103,NWMLS,1240356,N,Y,47.667826,-122.2666383
MLS Listing,,Single Family Residential,1031 23rd Ave E,Seattle,WA,98112,2649000,5,3.75,Capitol Hill,4822,5466,1909,19,549,,Active,,,http://www.redfin.com/WA/Seattle/1031-23rd-Ave-E-98112/home/137342,NWMLS,1239776,N,Y,47.6283471,-122.3027154
MLS Listing,,Vacant Land,4201 23rd Ave W,Seattle,WA,98199,900000,0,,Magnolia,,4560,,19,,,Active,,,http://www.redfin.com/WA/Seattle/4201-23rd-Ave-W-98199/home/144796901,NWMLS,1238320,N,Y,47.6576362,-122.3859429
MLS Listing,,Single Family Residential,356 Galer St,Seattle,WA,98109,2495000,4,2.25,Queen Anne,4710,6191,1905,19,530,,Active,,,http://www.redfin.com/WA/Seattle/356-Galer-St-98109/home/132492,NWMLS,1240259,N,Y,47.6325662,-122.3502988
MLS Listing,,Single Family Residential,7401 25th Ave NE,Seattle,WA,98115,1199999,4,2.5,University District,2350,6204,1978,20,511,,Active,,,http://www.redfin.com/WA/Seattle/7401-25th-Ave-NE-98115/home/309176,NWMLS,1240152,N,Y,47.6821072,-122.3010645
MLS Listing,,Single Family Residential,1117 36th Ave E,Seattle,WA,98112,7400000,6,5,Washington Park,12690,18840,1909,20,583,,Active,,,http://www.redfin.com/WA/Seattle/1117-36th-Ave-E-98112/home/139835,NWMLS,1238665,N,Y,47.6291193,-122.2872071
MLS Listing,,Single Family Residential,12544 37th Ave NE,Seattle,WA,98125,450000,2,1,Cedar Park,1000,7246,1947,20,450,,Active,,,http://www.redfin.com/WA/Seattle/12544-37th-Ave-NE-98125/home/111007,NWMLS,1238978,N,Y,47.720609,-122.2881073
MLS Listing,,Vacant Land,2362 Halleck Ave SW,Seattle,WA,98116,299950,0,,Alki,,3120,,20,,,Active,,,http://www.redfin.com/WA/Seattle/2362-Halleck-Ave-SW-98116/home/144795073,NWMLS,1239928,N,Y,47.5826745,-122.4007279
MLS Listing,,Single Family Residential,6013 25th Ave NE,Seattle,WA,98115,849900,3,2,Ravenna,1470,4100,1911,20,578,,Active,,,http://www.redfin.com/WA/Seattle/6013-25th-Ave-NE-98115/home/308406,NWMLS,1239742,N,Y,47.6726012,-122.3008853
MLS Listing,,Single Family Residential,4416 Francis Ave N Unit B,Seattle,WA,98103,979999,3,2.25,Fremont,1743,1261,2018,20,562,,Active,February-24-2018 11:00 AM,February-24-2018 01:00 PM,http://www.redfin.com/WA/Seattle/4416-Francis-Ave-N-98103/unit-B/home/144794578,NWMLS,1235928,N,Y,47.6607639,-122.353093
MLS Listing,,Vacant Land,E Marginal Wy S,Seattle,WA,98108,574500,0,,Georgetown,,3584,,21,,,Active,,,http://www.redfin.com/WA/Seattle/E-Marginal-Way-S-98108/home/143797379,NWMLS,1239391,N,Y,47.548078,-122.33391
MLS Listing,,Single Family Residential,2000 28 Ave S,Seattle,WA,98144,827000,3,2.25,Mt Baker,1470,6000,1984,21,563,,Active,,,http://www.redfin.com/WA/Seattle/2000-28th-Ave-S-98144/home/170943,NWMLS,1229197,N,Y,47.5853007,-122.2961375
MLS Listing,,Condo/Co-op,840 NE 125th St #305,Seattle,WA,98125,329950,2,2,Pinehurst,857,23182,1988,21,385,480,Active,,,http://www.redfin.com/WA/Seattle/840-NE-125th-St-98125/unit-305/home/12537588,NWMLS,1238778,N,Y,47.7197022,-122.3187903
MLS Listing,,Condo/Co-op,408 Bellevue Ave E #101,Seattle,WA,98102,388000,1,1,Capitol Hill,700,,1929,24,554,658,Active,,,http://www.redfin.com/WA/Seattle/408-Bellevue-Ave-E-98102/unit-101/home/144780795,NWMLS,1238672,N,Y,47.6223217,-122.3262297
MLS Listing,,Condo/Co-op,603 13th Ave E #2000,Seattle,WA,98102,450000,1,1,Capitol Hill,712,7413,1959,24,632,377,Active,,,http://www.redfin.com/WA/Seattle/603-13th-Ave-E-98102/unit-2000/home/12029,NWMLS,1238626,N,Y,47.6244332,-122.3160169
MLS Listing,,Single Family Residential,1235 NE 88th St Unit B,Seattle,WA,98115,1095000,3,2.25,Maple Leaf,2445,5001,2018,24,448,,Active,,,http://www.redfin.com/WA/Seattle/1235-NE-88th-St-98115/unit-B/home/144767952,NWMLS,1236351,N,Y,47.69203,-122.3133201
MLS Listing,,Single Family Residential,223 W McGraw St,Seattle,WA,98119,1400000,3,1.75,Queen Anne,2680,2360,1916,24,522,,Active,,,http://www.redfin.com/WA/Seattle/223-W-McGraw-St-98119/home/133651,NWMLS,1238584,N,Y,47.6393969,-122.3607269
MLS Listing,,Townhouse,8775 Phinney Ave N,Seattle,WA,98103,879950,3,1.75,Greenwood,1552,808,2018,24,567,,Active,,,http://www.redfin.com/WA/Seattle/8775-Phinney-Ave-N-98103/home/144776761,NWMLS,1238331,N,Y,47.6940965,-122.3539567
MLS Listing,,Condo/Co-op,3314 NE 65th St #105,Seattle,WA,98115,601990,1,1.5,Bryant,962,,2017,25,626,484,Active,,,http://www.redfin.com/WA/Seattle/3314-NE-65th-St-98115/unit-105/home/144771722,NWMLS,1238471,N,Y,47.675784,-122.2921232
MLS Listing,,Condo/Co-op,1512 California Ave SW #401,Seattle,WA,98116,1200000,3,2.5,North Admiral,2325,5500,1986,25,516,1109,Active,,,http://www.redfin.com/WA/Seattle/1512-California-Ave-SW-98116/unit-401/home/48599,NWMLS,1230395,N,Y,47.5901453,-122.3858165
MLS Listing,,Condo/Co-op,202 W Olympic Place #301,Seattle,WA,98119,653000,2,1.5,Queen Anne,1187,,1979,25,550,449,Active,,,http://www.redfin.com/WA/Seattle/202-W-Olympic-Pl-98119/unit-301/home/6804,NWMLS,1237880,N,Y,47.6270212,-122.3596849
MLS Listing,,Townhouse,7309 Bainbridge Place SW,Seattle,WA,98136,850000,3,3.25,Lincoln Park,2280,1600,2014,25,373,,Active,,,http://www.redfin.com/WA/Seattle/7309-Bainbridge-Pl-SW-98136/home/59703354,NWMLS,1233838,N,Y,47.5376901,-122.3920477
MLS Listing,,Single Family Residential,3923 Corliss Ave N,Seattle,WA,98103,1195000,4,2,Wallingford,1860,5700,1901,25,642,,Active,,,http://www.redfin.com/WA/Seattle/3923-Corliss-Ave-N-98103/home/119466,NWMLS,1238119,N,Y,47.6550018,-122.3317233
MLS Listing,,Condo/Co-op,530 Melrose Ave E #302,Seattle,WA,98102,450000,1,1,Capitol Hill,590,,1991,25,763,454,Active,,,http://www.redfin.com/WA/Seattle/530-Melrose-Ave-E-98102/unit-302/home/35051,NWMLS,1236481,N,Y,47.6240369,-122.3275395
MLS Listing,,Condo/Co-op,5440 Leary Ave NW #232,Seattle,WA,98107,460000,1,1,Ballard,662,,2007,25,695,269,Active,,,http://www.redfin.com/WA/Seattle/5440-Leary-Ave-NW-98107/unit-232/home/17383077,NWMLS,1238254,N,Y,47.6677862,-122.3827239
MLS Listing,,Single Family Residential,4038 Whitman Ave N,Seattle,WA,98103,1100000,4,1.75,Fremont,2730,2920,1921,25,403,,Active,,,http://www.redfin.com/WA/Seattle/4038-Whitman-Ave-N-98103/home/119182,NWMLS,1236414,N,Y,47.6565326,-122.3456417
MLS Listing,,Single Family Residential,12221 8th Ave NW,Seattle,WA,98177,1425000,4,4.5,Broadview,4000,11612,1937,25,356,,Active,February-24-2018 01:00 PM,February-24-2018 03:00 PM,http://www.redfin.com/WA/Seattle/12221-8th-Ave-NW-98177/home/291120,NWMLS,1236960,N,Y,47.7183869,-122.3666814
MLS Listing,,Multi-Family (2-4 Unit),1524 14th Ave S,Seattle,WA,98144,1650000,9,6.25,N Beacon Hill,3152,4400,1903,26,523,,Active,,,http://www.redfin.com/WA/Seattle/1524-14th-Ave-S-98144/home/40265287,NWMLS,1238084,N,Y,47.5892897,-122.3145612
MLS Listing,,Townhouse,4426 Evanston Ave N,Seattle,WA,98103,1075000,3,1.75,Fremont,1616,1110,2017,26,665,,Active,,,http://www.redfin.com/WA/Seattle/4426-Evanston-Ave-N-98103/home/144466644,NWMLS,1237364,N,Y,47.6610094,-122.3507271
MLS Listing,,Townhouse,2356 C Franklin Ave E,Seattle,WA,98102,939950,3,2,Eastlake,1503,1062,2017,26,625,,Active,,,http://www.redfin.com/WA/Seattle/2356-Franklin-Ave-E-98102/unit-C/home/113995503,NWMLS,1237131,N,Y,47.6413563,-122.3243575
MLS Listing,,Townhouse,3816 22nd Ave SW,Seattle,WA,98106,779950,3,2,Pigeon Point,1735,1245,2017,26,450,,Active,,,http://www.redfin.com/WA/Seattle/3816-22nd-Ave-SW-98106/home/160309,NWMLS,1232169,N,Y,47.569781,-122.360686
MLS Listing,,Single Family Residential,1323 3rd Ave W,Seattle,WA,98119,2295000,5,3.25,Queen Anne,4520,5922,1900,26,508,,Active,February-20-2018 11:00 AM,February-20-2018 01:00 PM,http://www.redfin.com/WA/Seattle/1323-3rd-Ave-W-98119/home/133727,NWMLS,1237186,N,Y,47.6312007,-122.3608792
MLS Listing,,Single Family Residential,2222 E Crescent Dr,Seattle,WA,98112,2195000,5,3,Capitol Hill,4700,10125,1907,27,467,,Active,,,http://www.redfin.com/WA/Seattle/2222-E-Crescent-Dr-98112/home/136409,NWMLS,1236611,N,Y,47.6333735,-122.3024645
MLS Listing,,Condo/Co-op,2301 Fairview Ave E #215,Seattle,WA,98102,925000,2,1.5,Eastlake,913,,1968,27,1013,518,Active,,,http://www.redfin.com/WA/Seattle/2301-Fairview-Ave-E-98102/unit-215/home/22956,NWMLS,1237233,N,Y,47.6400949,-122.3300722
MLS Listing,,Single Family Residential,6246 33rd Ave NE,Seattle,WA,98115,2095000,5,3.5,Bryant,3611,5000,2018,27,580,,Active,,,http://www.redfin.com/WA/Seattle/6246-33rd-Ave-NE-98115/home/312703,NWMLS,1236910,N,Y,47.6753849,-122.2919299
MLS Listing,,Single Family Residential,6306 Wilson Ave S,Seattle,WA,98118,1085000,5,2.25,Seward Park,3420,6240,1930,27,317,,Active,,,http://www.redfin.com/WA/Seattle/6306-Wilson-Ave-S-98118/home/489402,NWMLS,1236867,N,Y,47.5457901,-122.2634772
MLS Listing,,Single Family Residential,10358 Riviera Place NE,Seattle,WA,98125,1200000,2,2.5,Matthews Beach,1560,1736,1990,27,769,,Active,,,http://www.redfin.com/WA/Seattle/10358-Riviera-Pl-NE-98125/home/319055,NWMLS,1235310,N,Y,47.7043548,-122.2746059
MLS Listing,,Condo/Co-op,1200 Boylston Ave #300,Seattle,WA,98101,489000,2,1,First Hill,800,10796,1960,27,611,585,Active,,,http://www.redfin.com/WA/Seattle/1200-Boylston-Ave-98101/unit-300/home/20784,NWMLS,1237346,N,Y,47.6124512,-122.322985
MLS Listing,,Condo/Co-op,3104 Western Ave #103,Seattle,WA,98121,629000,1,1.5,Belltown,1109,25853,2008,27,567,730,Active,,,http://www.redfin.com/WA/Seattle/3104-Western-Ave-98121/unit-103/home/17382860,NWMLS,1236159,N,Y,47.6181731,-122.3560665
MLS Listing,,Condo/Co-op,1105 Spring St #801,Seattle,WA,98104,380000,1,1,First Hill,550,15360,1950,28,691,424,Active,,,http://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-801/home/11905732,NWMLS,1236754,N,Y,47.6099737,-122.3252597
MLS Listing,,Condo/Co-op,1521 2nd Ave #2100,Seattle,WA,98101,2900000,2,1.75,Seattle,1824,,2008,28,1590,1289,Active,,,http://www.redfin.com/WA/Seattle/116-Pike-St-98101/unit-2100/home/21616643,NWMLS,1234631,N,Y,47.6093556,-122.3395072
